,position,title,place_id,data_id,data_cid,reviews_link,photos_link,gps_coordinates,place_id_search,rating,reviews,price,type,address,open_state,hours,operating_hours,phone,website,service_options,thumbnail,description,unclaimed_listing,user_review
17,19,BANG.,ChIJ___rxEfzT0YR_MSIduaRbwc,0x464ff347c4ebffff:0x76f91e67688c4fc,535807299697558780,https://serpapi.com/search.json?data_id=0x464ff347c4ebffff%3A0x76f91e67688c4fc&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff347c4ebffff%3A0x76f91e67688c4fc&engine=google_maps_photos&hl=sv,"{'latitude': 57.6998342, 'longitude': 11.9392335}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff347c4ebffff%3A0x76f91e67688c4fc%218m2%213d57.6998342%214d11.9392335&engine=google_maps&google_domain=google.se&hl=sv&start=60&type=place,4.5,156.0,$$,Restaurang,"Oskarsgatan 9, 414 63 Göteborg, Sverige",Öppet ⋅ Stänger 01,Öppet ⋅ Stänger 01,"{'torsdag': '18–01', 'fredag': '17–02', 'lördag': '17–02', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '18–01', 'onsdag': '18–01'}",+46 76 250 90 35,http://www.bangmatbar.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMn531D6XoWnlFwCiKsMvUj5kPiLCSPTKup6kXw=w122-h92-k-no,,,
18,20,Chateau Beirut - Libanesisk restaurang Göteborg,ChIJ29lg_kjzT0YRD6Ti4PtOlGA,0x464ff348fe60d9db:0x60944efbe0e2a40f,6959274167910966287,https://serpapi.com/search.json?data_id=0x464ff348fe60d9db%3A0x60944efbe0e2a40f&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff348fe60d9db%3A0x60944efbe0e2a40f&engine=google_maps_photos&hl=sv,"{'latitude': 57.6983605, 'longitude': 11.9310602}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff348fe60d9db%3A0x60944efbe0e2a40f%218m2%213d57.6983605%214d11.9310602&engine=google_maps&google_domain=google.se&hl=sv&start=60&type=place,4.2,561.0,$$,Libanesisk restaurang,"Karl Johansgatan 7, 414 59 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 17,Stängt ⋅ Öppnar fre kl. 17,"{'torsdag': '17–21', 'fredag': '17–22:30', 'lördag': '17–23', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '17–21', 'onsdag': '17–21'}",+46 31 24 40 50,https://www.chateaubeirut.se/index.php,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipPV_BSfucwDUZFf59o8m83JJpKCqMLZhKdFrn0t=w163-h92-k-no,,,
19,21,Vi Viet,ChIJf6F-Em7zT0YR3mRP1lUM3co,0x464ff36e127ea17f:0xcadd0c55d64f64de,14617853528321778910,https://serpapi.com/search.json?data_id=0x464ff36e127ea17f%3A0xcadd0c55d64f64de&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36e127ea17f%3A0xcadd0c55d64f64de&engine=google_maps_photos&hl=sv,"{'latitude': 57.697931999999994, 'longitude': 11.968857}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36e127ea17f%3A0xcadd0c55d64f64de%218m2%213d57.697931999999994%214d11.968857&engine=google_maps&google_domain=google.se&hl=sv&start=60&type=place,4.6,919.0,$$,Vietnamesisk restaurang,"Erik Dahlbergsgatan 20, 411 26 Göteborg, Sverige",Stänger snart ⋅ 22 ⋅ Öppnar kl. 17 på fre,Stänger snart ⋅ 22 ⋅ Öppnar kl. 17 på fre,"{'torsdag': '17–22', 'fredag': '17–23', 'lördag': '17–23', 'söndag': 'Stängt', 'måndag': '17–22', 'tisdag': '17–22', 'onsdag': '17–22'}",+46 31 13 28 88,http://www.viviet.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipPj_WuPiUeSkmb1V39gzxAqPdfS4fql8wpBvmE_=w122-h92-k-no,Enkel vietnamesisk restaurang. Trivsam restaurang med tegelväggar och vietnamesisk mat.,,
0,1,Kajutan Stora Saluhallen,ChIJqwmFgNTzT0YRZJDbZY7B8_c,0x464ff3d4808509ab:0xf7f3c18e65db9064,17866836964047294564,https://serpapi.com/search.json?data_id=0x464ff3d4808509ab%3A0xf7f3c18e65db9064&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3d4808509ab%3A0xf7f3c18e65db9064&engine=google_maps_photos&hl=sv,"{'latitude': 57.703436499999995, 'longitude': 11.967386999999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3d4808509ab%3A0xf7f3c18e65db9064%218m2%213d57.703436499999995%214d11.967386999999999&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.4,61.0,,Fisk- och skaldjursrestaurang,"Kungstorget, 411 17 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 10,Stängt ⋅ Öppnar fre kl. 10,"{'torsdag': '10–18', 'fredag': '10–19', 'lördag': '10–17', 'söndag': 'Stängt', 'måndag': '10–16', 'tisdag': '10–18', 'onsdag': '10–18'}",+46 31 774 00 73,http://www.kajutansaluhallen.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNdodFn1DpNED1cRNr8s7Y2hzGwwILsxB6crh30=w92-h92-k-no,,,
1,2,Restaurang Sun Wall,ChIJ72gz4WTzT0YRCZUHLym5GjQ,0x464ff364e13368ef:0x341ab9292f079509,3754516825900553481,https://serpapi.com/search.json?data_id=0x464ff364e13368ef%3A0x341ab9292f079509&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff364e13368ef%3A0x341ab9292f079509&engine=google_maps_photos&hl=sv,"{'latitude': 57.705890399999994, 'longitude': 11.9719876}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff364e13368ef%3A0x341ab9292f079509%218m2%213d57.705890399999994%214d11.9719876&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,3.6,447.0,$,Kinesisk restaurang,"Östra Larmgatan 10, 411 07 Göteborg, Sverige",Stänger snart ⋅ 22 ⋅ Öppnar kl. 11 på fre,Stänger snart ⋅ 22 ⋅ Öppnar kl. 11 på fre,"{'torsdag': '11–22', 'fredag': '11–23', 'lördag': '12–23', 'söndag': '12–17', 'måndag': '11–22', 'tisdag': '11–20', 'onsdag': '11–22'}",+46 31 15 60 20,http://sunwall.se/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipO9uiU_aIKEBe7B6nvyCAkqYObGfqA8-UOaLU67=w122-h92-k-no,,,
2,3,East Africa Restaurant,ChIJD5OYS6b0T0YRhl4zYyP9Uho,0x464ff4a64b98930f:0x1a52fd2363335e86,1896856721506393734,https://serpapi.com/search.json?data_id=0x464ff4a64b98930f%3A0x1a52fd2363335e86&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff4a64b98930f%3A0x1a52fd2363335e86&engine=google_maps_photos&hl=sv,"{'latitude': 57.719516799999994, 'longitude': 11.9478177}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff4a64b98930f%3A0x1a52fd2363335e86%218m2%213d57.719516799999994%214d11.9478177&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.3,258.0,$,Eritreansk restaurang,"Kvilletorget 18, 417 04 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–21', 'fredag': '11–01', 'lördag': '13–01', 'söndag': 'Stängt', 'måndag': '11–21', 'tisdag': '11–21', 'onsdag': '11–21'}",+46 31 23 06 50,,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipNnlc_KNhz5hQb_DusbF07QaSV8GbSnBnK1ngND=w163-h92-k-no,,True,
3,4,Lisebergs Wärdshus,ChIJS1jlzJ3zT0YRkzCIbyYiLCc,0x464ff39dcce5584b:0x272c22266f883093,2822668614929756307,https://serpapi.com/search.json?data_id=0x464ff39dcce5584b%3A0x272c22266f883093&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff39dcce5584b%3A0x272c22266f883093&engine=google_maps_photos&hl=sv,"{'latitude': 57.6960609, 'longitude': 11.992128}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff39dcce5584b%3A0x272c22266f883093%218m2%213d57.6960609%214d11.992128&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.2,238.0,$$$,Ekologisk restaurang,"Liseberg, 412 51 Göteborg, Sverige",Öppet,,,+46 31 40 01 00,https://www.liseberg.se/mat-dryck/lisebergs-wardshus/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipM7cwMmDq0AsLtJ-hXiPV1WAJw66tKnuqNGCZYu=w122-h92-k-no,,,
4,5,Matminnen Restaurang & Catering Göteborg,ChIJAQBAH1nzT0YRHlAIV0JktMw,0x464ff3591f400001:0xccb464425708501e,14750524915635998750,https://serpapi.com/search.json?data_id=0x464ff3591f400001%3A0xccb464425708501e&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3591f400001%3A0xccb464425708501e&engine=google_maps_photos&hl=sv,"{'latitude': 57.7132771, 'longitude': 11.948818099999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3591f400001%3A0xccb464425708501e%218m2%213d57.7132771%214d11.948818099999999&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,3.7,3.0,,Restaurang,"Lindholmsallén 2, 417 55 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–13:30', 'fredag': '11–13:30', 'lördag': 'Stängt', 'söndag': 'Stängt', 'måndag': '11–13:30', 'tisdag': '11–13:30', 'onsdag': '11–13:30'}",+46 72 563 57 33,http://matminnen.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipMLI0cS2RLgFCbe-MUHAipOugsT1rqZ5GS5DAtF=w92-h92-k-no,,,
5,6,Meat the Greek,ChIJmxvom2vzT0YRO3_q-HSkbXw,0x464ff36b9be81b9b:0x7c6da474f8ea7f3b,8966003255463804731,https://serpapi.com/search.json?data_id=0x464ff36b9be81b9b%3A0x7c6da474f8ea7f3b&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36b9be81b9b%3A0x7c6da474f8ea7f3b&engine=google_maps_photos&hl=sv,"{'latitude': 57.6956704, 'longitude': 11.9591341}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36b9be81b9b%3A0x7c6da474f8ea7f3b%218m2%213d57.6956704%214d11.9591341&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.2,410.0,$,Grekisk restaurang,"Skanstorget 3, 411 22 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–20', 'fredag': '11–20', 'lördag': '12–20', 'söndag': '12–20', 'måndag': '11–20', 'tisdag': '11–20', 'onsdag': '11–20'}",+46 31 81 26 06,http://www.meatthegreek.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipPzrYqPkX2IOwEMczCZ3X1pOw--bwA4q2Gzg4Bh=w122-h92-k-no,,,
6,7,Pasta Etc,ChIJnUIBTZ_zT0YRIBF-NtSoU7Q,0x464ff39f4d01429d:0xb453a8d4367e1120,12993914979294777632,https://serpapi.com/search.json?data_id=0x464ff39f4d01429d%3A0xb453a8d4367e1120&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff39f4d01429d%3A0xb453a8d4367e1120&engine=google_maps_photos&hl=sv,"{'latitude': 57.6900675, 'longitude': 11.9933068}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff39f4d01429d%3A0xb453a8d4367e1120%218m2%213d57.6900675%214d11.9933068&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.2,600.0,$$,Italiensk restaurang,"Mölndalsvägen 15, 412 63 Göteborg, Sverige",Stänger snart ⋅ 22 ⋅ Öppnar kl. 11 på fre,Stänger snart ⋅ 22 ⋅ Öppnar kl. 11 på fre,"{'torsdag': '11–22', 'fredag': '11–22', 'lördag': '12–22', 'söndag': '12–21', 'måndag': '11–14:30', 'tisdag': '11–22', 'onsdag': '11–22'}",+46 31 40 67 20,http://www.pasta-etc.se/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipMq0I29jB8P5j7sjF9KIK4YO8tMvaHTV3VnSrc5=w122-h92-k-no,,,
7,8,Bar Italia,ChIJgWqJs0HzT0YR2-GwPeNgfP4,0x464ff341b3896a81:0xfe7c60e33db0e1db,18337638311854662107,https://serpapi.com/search.json?data_id=0x464ff341b3896a81%3A0xfe7c60e33db0e1db&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff341b3896a81%3A0xfe7c60e33db0e1db&engine=google_maps_photos&hl=sv,"{'latitude': 57.696477599999994, 'longitude': 11.9497538}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff341b3896a81%3A0xfe7c60e33db0e1db%218m2%213d57.696477599999994%214d11.9497538&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.5,268.0,$$,Italiensk restaurang,"Prinsgatan 7, 413 05 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 08,Stängt ⋅ Öppnar fre kl. 08,"{'torsdag': '08–16', 'fredag': '08–23', 'lördag': '08–18', 'söndag': '08–18', 'måndag': '08–16', 'tisdag': '08–16', 'onsdag': '08–16'}",+46 76 194 91 11,https://www.facebook.com/Bar-Italia-Gbg-1122794144402630/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipPdBoLZduJtA4hlsrEDyUsTtmCpswKB8pMlupEU=w80-h99-k-no,,,
8,9,Gyllene Prag,ChIJi6MeKRXzT0YRQrft27XPgNc,0x464ff315291ea38b:0xd780cfb5dbedb742,15528639895159289666,https://serpapi.com/search.json?data_id=0x464ff315291ea38b%3A0xd780cfb5dbedb742&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff315291ea38b%3A0xd780cfb5dbedb742&engine=google_maps_photos&hl=sv,"{'latitude': 57.692416699999995, 'longitude': 11.9545055}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff315291ea38b%3A0xd780cfb5dbedb742%218m2%213d57.692416699999995%214d11.9545055&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.3,1844.0,$$,Tjeckisk restaurang,"Sveagatan 25, 413 14 Göteborg, Sverige",Öppet ⋅ Stänger 01,Öppet ⋅ Stänger 01,"{'torsdag': '11–01', 'fredag': '11–01', 'lördag': '12–01', 'söndag': '12–01', 'måndag': '11–01', 'tisdag': '11–01', 'onsdag': '11–01'}",+46 31 13 62 62,http://gylleneprag.se/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipP7-71z_ctvvqllJ5ukpwq9EiB2DTc24qRkqnIb=w122-h92-k-no,"Anrik pub med mat och öl. Anrik pub med terrass som serverar schnitzel, friterad ost och andra klassiska rätter, samt öl.",True,
9,10,Lilla Hanoi,ChIJ6yl2h2bzT0YRlJNwDANtPaM,0x464ff366877629eb:0xa33d6d030c709394,11762677661622637460,https://serpapi.com/search.json?data_id=0x464ff366877629eb%3A0xa33d6d030c709394&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff366877629eb%3A0xa33d6d030c709394&engine=google_maps_photos&hl=sv,"{'latitude': 57.709231599999995, 'longitude': 11.964990799999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff366877629eb%3A0xa33d6d030c709394%218m2%213d57.709231599999995%214d11.964990799999999&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.6,326.0,$$,Vietnamesisk restaurang,"Torggatan 4, 411 05 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–14', 'fredag': '11–14', 'lördag': '14–22', 'söndag': 'Stängt', 'måndag': '11–14', 'tisdag': '11–14', 'onsdag': '11–14'}",+46 31 774 06 80,http://www.lillahanoi.com/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipOVUH0EtN-fRy5EqjFhehDP3wlcRWG4RizTB2wC=w123-h92-k-no,,,
10,11,Ölstugan Tullen Andra Lång,ChIJddw3KkLzT0YRNf6Y8oVY0Ww,0x464ff3422a37dc75:0x6cd15885f298fe35,7841145758552751669,https://serpapi.com/search.json?data_id=0x464ff3422a37dc75%3A0x6cd15885f298fe35&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3422a37dc75%3A0x6cd15885f298fe35&engine=google_maps_photos&hl=sv,"{'latitude': 57.6993258, 'longitude': 11.9494411}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3422a37dc75%3A0x6cd15885f298fe35%218m2%213d57.6993258%214d11.9494411&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.1,940.0,$$,Ölhall,"Andra Långgatan 13, 413 03 Göteborg, Sverige",Öppet ⋅ Stänger 01,Öppet ⋅ Stänger 01,"{'torsdag': '15–01', 'fredag': '12–01', 'lördag': '12–01', 'söndag': '12–01', 'måndag': '15–01', 'tisdag': '15–01', 'onsdag': '15–01'}",+46 31 16 56 16,https://www.olstugan.se/andra-langgatan,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipNzHX3WLy5dhh1BIIw08CAiA04-qd7mxtzM54Na=w122-h92-k-no,,,
11,12,Göteborg Ichiban sushi,ChIJgc0rHZ_zT0YRnhMgq10ZfH0,0x464ff39f1d2bcd81:0x7d7c195dab20139e,9042130041946772382,https://serpapi.com/search.json?data_id=0x464ff39f1d2bcd81%3A0x7d7c195dab20139e&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff39f1d2bcd81%3A0x7d7c195dab20139e&engine=google_maps_photos&hl=sv,"{'latitude': 57.6920465, 'longitude': 11.9913125}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff39f1d2bcd81%3A0x7d7c195dab20139e%218m2%213d57.6920465%214d11.9913125&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.4,281.0,$$,Sushirestaurang,"Södra Vägen 91, 412 63 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–20', 'fredag': '11–20', 'lördag': '12–20', 'söndag': '12–20', 'måndag': '11–20', 'tisdag': '11–20', 'onsdag': '11–20'}",+46 31 83 17 86,https://www.ichiban.biz/,"{'servering': True, 'hämtning_utanför': True, 'kontaktfri_leverans': True}",https://lh5.googleusercontent.com/p/AF1QipOB9w8x_EJXmfI0Iu-Lo1hP1D8dIj355qBoQIOI=w122-h92-k-no,,,
12,13,Utsöktmat i Göteborg AB,ChIJjV29eKHtT0YR8CyGACJYqW4,0x464feda178bd5d8d:0x6ea9582200862cf0,7974001518297099504,https://serpapi.com/search.json?data_id=0x464feda178bd5d8d%3A0x6ea9582200862cf0&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464feda178bd5d8d%3A0x6ea9582200862cf0&engine=google_maps_photos&hl=sv,"{'latitude': 57.6898601, 'longitude': 11.9492456}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464feda178bd5d8d%3A0x6ea9582200862cf0%218m2%213d57.6898601%214d11.9492456&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,,,,Restaurang,"Museivägen 10, 413 11 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–18', 'fredag': '11–19', 'lördag': 'Stängt', 'söndag': 'Stängt', 'måndag': '11–18', 'tisdag': '11–18', 'onsdag': '11–18'}",+46 70 747 78 87,http://cafemalmskavalen.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMVJT-QyuhsBojMexeRRUPYBuc0U3uboNyEZ2pl=w138-h92-k-no,,,
13,14,Pinchos,ChIJ_31viCmw6UMRvgd_G8HNChw,0x43e9b029886f7dff:0x1c0acdc11b7f07be,2020653612102780862,https://serpapi.com/search.json?data_id=0x43e9b029886f7dff%3A0x1c0acdc11b7f07be&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x43e9b029886f7dff%3A0x1c0acdc11b7f07be&engine=google_maps_photos&hl=sv,"{'latitude': 57.7053802, 'longitude': 11.9616749}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x43e9b029886f7dff%3A0x1c0acdc11b7f07be%218m2%213d57.7053802%214d11.9616749&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.1,804.0,$$,Tapasrestaurang,"Lilla torget 3, 411 18 Göteborg, Sverige",Stänger snart ⋅ 22 ⋅ Öppnar kl. 14 på fre,Stänger snart ⋅ 22 ⋅ Öppnar kl. 14 på fre,"{'torsdag': '15:30–22', 'fredag': '14–23', 'lördag': '12–23', 'söndag': '14–21:45', 'måndag': '15:30–21', 'tisdag': '15:30–21', 'onsdag': '15:30–21'}",+46 70 333 23 85,http://www.pinchos.se/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipNK_laSkBA8FxsnzHgMTBzH9-wO0br0p_DY3-eX=w80-h106-k-no,,,
14,15,Hard Rock Cafe,ChIJrbRqFHDzT0YR5EgHP4OhTY0,0x464ff370146ab4ad:0x8d4da1833f0748e4,10181971917624789220,https://serpapi.com/search.json?data_id=0x464ff370146ab4ad%3A0x8d4da1833f0748e4&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff370146ab4ad%3A0x8d4da1833f0748e4&engine=google_maps_photos&hl=sv,"{'latitude': 57.701406199999994, 'longitude': 11.974606999999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff370146ab4ad%3A0x8d4da1833f0748e4%218m2%213d57.701406199999994%214d11.974606999999999&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.0,4437.0,$$,Amerikansk restaurang,"Kungsportsavenyen 10, 411 36 Göteborg, Sverige",Öppet ⋅ Stänger 01,Öppet ⋅ Stänger 01,"{'torsdag': '11:30–01', 'fredag': '11:30–02', 'lördag': '12–02', 'söndag': '12–18', 'måndag': '17–00', 'tisdag': '11:30–01', 'onsdag': '11:30–01'}",+46 31 10 23 30,https://www.hardrockcafe.com/location/gothenburg/#utm_source=Google&utm_medium=Yext&utm_campaign=Listings,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipMDj-KOSAEWNVvQY5ZOw2OIHIDEavqbEGxCObXt=w138-h92-k-no,Kedja med musiktema och amerikansk meny. Restaurangkedja med rock’n’roll-tema och livlig atmosfär som serverar hamburgare och amerikanska klassiker.,,
15,16,Bastard Burgers Göteborg Södra Larmgatan,ChIJ22Wom6_zT0YRroSDRonvRPc,0x464ff3af9ba865db:0xf744ef89468384ae,17817629398657107118,https://serpapi.com/search.json?data_id=0x464ff3af9ba865db%3A0xf744ef89468384ae&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3af9ba865db%3A0xf744ef89468384ae&engine=google_maps_photos&hl=sv,"{'latitude': 57.7032114, 'longitude': 11.9658371}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3af9ba865db%3A0xf744ef89468384ae%218m2%213d57.7032114%214d11.9658371&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.0,523.0,$$,Hamburgerrestaurang,"Södra Larmgatan 11, 411 16 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–21', 'fredag': '11–22', 'lördag': '12–22', 'söndag': '12–20', 'måndag': '11–21', 'tisdag': '11–21', 'onsdag': '11–21'}",+46 31 13 02 60,https://bastardburgers.com/se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipNgLHVwNLNLWb6DP6oHlj9SojManr5fNKUBUkhL=w122-h92-k-no,,,
16,17,New Delhi,ChIJ8S6KHWzzT0YRbxAVxrJk16A,0x464ff36c1d8a2ef1:0xa0d764b2c615106f,11589842885051486319,https://serpapi.com/search.json?data_id=0x464ff36c1d8a2ef1%3A0xa0d764b2c615106f&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36c1d8a2ef1%3A0xa0d764b2c615106f&engine=google_maps_photos&hl=sv,"{'latitude': 57.6979307, 'longitude': 11.963561499999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36c1d8a2ef1%3A0xa0d764b2c615106f%218m2%213d57.6979307%214d11.963561499999999&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.0,472.0,$,Indisk restaurang,"Vasagatan 4, 411 24 Göteborg, Sverige",Stänger snart ⋅ 22 ⋅ Öppnar kl. 11 på fre,Stänger snart ⋅ 22 ⋅ Öppnar kl. 11 på fre,"{'torsdag': '11–22', 'fredag': '11–23', 'lördag': '12–23', 'söndag': '13–22', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22'}",+46 31 13 18 78,http://newdelhigbg.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipNpryXG9s4UjDH_aKbgzhe_4FQ9za5qLYNA8a2c=w201-h92-k-no,,,
17,18,BIKT,ChIJfdkGqoXzT0YRpZzYog87CSM,0x464ff385aa06d97d:0x23093b0fa2d89ca5,2524614004460526757,https://serpapi.com/search.json?data_id=0x464ff385aa06d97d%3A0x23093b0fa2d89ca5&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff385aa06d97d%3A0x23093b0fa2d89ca5&engine=google_maps_photos&hl=sv,"{'latitude': 57.704818499999995, 'longitude': 11.9646346}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff385aa06d97d%3A0x23093b0fa2d89ca5%218m2%213d57.704818499999995%214d11.9646346&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.7,37.0,,Restaurang,"Kyrkogatan 20-22, 411 15 Göteborg, Sverige",Öppet ⋅ Stänger 01,Öppet ⋅ Stänger 01,"{'torsdag': '11:30–01', 'fredag': '11:30–02', 'lördag': '16–02', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '11:30–00', 'onsdag': '11:30–01'}",+46 31 14 60 30,https://www.biktrestaurang.se/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipPss04sWqTRmdeAkmAd-ZwYagLjXDJJ6foZNWLP=w80-h106-k-no,,,
