position,title,place_id,data_id,data_cid,reviews_link,photos_link,gps_coordinates,place_id_search,rating,reviews,price,type,address,open_state,hours,operating_hours,phone,website,service_options,thumbnail,description,unclaimed_listing,user_review
7,Ramen-Ya,ChIJr-kvEhXzT0YRWFyAjCTzZ-0,0x464ff315122fe9af:0xed67f3248c805c58,17106909047891713112,https://serpapi.com/search.json?data_id=0x464ff315122fe9af%3A0xed67f3248c805c58&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff315122fe9af%3A0xed67f3248c805c58&engine=google_maps_photos&hl=sv,"{'latitude': 57.6908623, 'longitude': 11.9525001}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff315122fe9af%3A0xed67f3248c805c58%218m2%213d57.6908623%214d11.9525001&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.5,1527.0,$$,Äkta japansk restaurang,"Linnéplatsen 4, 413 10 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'torsdag': '17–22', 'fredag': '17–23', 'lördag': '13–23', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '17–22', 'onsdag': '17–22'}",+46 31 13 30 13,https://ramenya.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMiA3Y0HIrj3Yjvsq--47bruZUMfLZqd48mVct6=w80-h106-k-no,,,
8,Tien Tsin,ChIJz-A42XDzT0YRrMXgzZYP-QQ,0x464ff370d938e0cf:0x4f90f96cde0c5ac,358334785726236076,https://serpapi.com/search.json?data_id=0x464ff370d938e0cf%3A0x4f90f96cde0c5ac&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff370d938e0cf%3A0x4f90f96cde0c5ac&engine=google_maps_photos&hl=sv,"{'latitude': 57.6994184, 'longitude': 11.9787006}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff370d938e0cf%3A0x4f90f96cde0c5ac%218m2%213d57.6994184%214d11.9787006&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.4,585.0,$$,Kinesisk restaurang,"Engelbrektsgatan 34B, 411 37 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'torsdag': '11–14', 'fredag': '11–14', 'lördag': '13–23', 'söndag': '13–22', 'måndag': 'Stängt', 'tisdag': '11–14', 'onsdag': '11–14'}",+46 31 18 18 83,http://www.tientsin.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipOe-fyQ7YqEvf7-s8dJ7OLYYbEmTGHWvpDri_-n=w80-h106-k-no,,,
9,Yokohama,ChIJuU0YJELzT0YR-ZNSMIEmccc,0x464ff34224184db9:0xc7712681305293f9,14371310222219318265,https://serpapi.com/search.json?data_id=0x464ff34224184db9%3A0xc7712681305293f9&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff34224184db9%3A0xc7712681305293f9&engine=google_maps_photos&hl=sv,"{'latitude': 57.699436399999996, 'longitude': 11.9505415}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff34224184db9%3A0xc7712681305293f9%218m2%213d57.699436399999996%214d11.9505415&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.1,169.0,$$,Japansk restaurang,"Andra Långgatan 7, 413 03 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'torsdag': '11–22', 'fredag': '11–23', 'lördag': '14–23', 'söndag': '15–22', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22'}",+46 31 12 91 40,https://restaurangyokohama.wixsite.com/site,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipN9g7BreytW5naHpcwFsPZAF17ucbCoISEZzz8o=w122-h92-k-no,,True,
10,The Elephant,ChIJ6-ojPBXzT0YRmyoLE5Fijus,0x464ff3153c23eaeb:0xeb8e6291130b2a9b,16973612420835256987,https://serpapi.com/search.json?data_id=0x464ff3153c23eaeb%3A0xeb8e6291130b2a9b&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3153c23eaeb%3A0xeb8e6291130b2a9b&engine=google_maps_photos&hl=sv,"{'latitude': 57.6918352, 'longitude': 11.9528544}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3153c23eaeb%3A0xeb8e6291130b2a9b%218m2%213d57.6918352%214d11.9528544&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.1,865.0,$$,Indisk restaurang,"Linnégatan 68, 413 08 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'torsdag': '11–22', 'fredag': '11–23', 'lördag': '12–23', 'söndag': '13–22', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22'}",+46 31 13 00 66,http://www.theelephant.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipNvMAXbrW_Nr-dj81E3Yt9UkopI6TnyQ_HTTxnT=w122-h92-k-no,,,
11,Yubi - Asiatisk Restaurang Göteborg,ChIJCYAWYm_zT0YROL2iVvVq3Bo,0x464ff36f62168009:0x1adc6af556a2bd38,1935539541815508280,https://serpapi.com/search.json?data_id=0x464ff36f62168009%3A0x1adc6af556a2bd38&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36f62168009%3A0x1adc6af556a2bd38&engine=google_maps_photos&hl=sv,"{'latitude': 57.703281999999994, 'longitude': 11.9667851}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36f62168009%3A0x1adc6af556a2bd38%218m2%213d57.703281999999994%214d11.9667851&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.1,541.0,$$,Asiatisk restaurang,"Kungstorget 3, 411 17 Göteborg, Sverige",Stänger snart ⋅ 21 ⋅ Öppnar kl. 11 på fre,Stänger snart ⋅ 21 ⋅ Öppnar kl. 11 på fre,"{'torsdag': '11–21', 'fredag': '11–22', 'lördag': '12–22', 'söndag': 'Stängt', 'måndag': '11–21', 'tisdag': '11–21', 'onsdag': '11–21'}",+46 31 701 88 19,https://yubiasia.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipN8KtRQ3hSgVgKgSWIrmb9MutqqPHuQMUAZ6ZQP=w138-h92-k-no,,,
12,Göteborg Wok,ChIJabX4F6T0T0YRoUqQkKlrsbE,0x464ff4a417f8b569:0xb1b16ba990904aa1,12804133591610051233,https://serpapi.com/search.json?data_id=0x464ff4a417f8b569%3A0xb1b16ba990904aa1&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff4a417f8b569%3A0xb1b16ba990904aa1&engine=google_maps_photos&hl=sv,"{'latitude': 57.722456199999996, 'longitude': 11.952971699999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff4a417f8b569%3A0xb1b16ba990904aa1%218m2%213d57.722456199999996%214d11.952971699999999&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,3.2,1230.0,$$,Bufférestaurang,"Backavägen 2, 417 05 Göteborg, Sverige",Stänger snart ⋅ 21 ⋅ Öppnar kl. 11 på fre,Stänger snart ⋅ 21 ⋅ Öppnar kl. 11 på fre,"{'torsdag': '11–21', 'fredag': '11–22', 'lördag': '11–22', 'söndag': '11–21', 'måndag': '11–21', 'tisdag': '11–21', 'onsdag': '11–21'}",+46 31 51 50 80,https://m.facebook.com/pages/G%C3%B6teborg-Wok/453591701329977,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipOozmA1B4N34TdC3QmBpSLhRcStMvFdcC_Ir9Ik=w80-h106-k-no,,,
13,Bollywood Masala,ChIJq6rmKUbzT0YRi3E9rrKGoMA,0x464ff34629e6aaab:0xc0a086b2ae3d718b,13880242153541431691,https://serpapi.com/search.json?data_id=0x464ff34629e6aaab%3A0xc0a086b2ae3d718b&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff34629e6aaab%3A0xc0a086b2ae3d718b&engine=google_maps_photos&hl=sv,"{'latitude': 57.697868199999995, 'longitude': 11.9351478}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff34629e6aaab%3A0xc0a086b2ae3d718b%218m2%213d57.697868199999995%214d11.9351478&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,3.4,108.0,$$,Indisk restaurang,"Bangatan 8, 414 63 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'torsdag': '12–22', 'fredag': '12–23', 'lördag': '12–23', 'söndag': '12–22', 'måndag': '12–22', 'tisdag': '12–22', 'onsdag': '12–22'}",+46 31 12 30 55,https://www.foodora.se/restaurant/v5ym/goteborg-bollywood-masala,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipNj9k5n5AZ9HOM_idkqjgpja_T7SsaqP3XJ03Zp=w80-h106-k-no,,True,
15,Emona Göteborg,ChIJKUQBpjnzT0YRtkH-EScDos0,0x464ff339a6014429:0xcda2032711fe41b6,14817409190342836662,https://serpapi.com/search.json?data_id=0x464ff339a6014429%3A0xcda2032711fe41b6&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff339a6014429%3A0xcda2032711fe41b6&engine=google_maps_photos&hl=sv,"{'latitude': 57.691058899999994, 'longitude': 11.9358154}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff339a6014429%3A0xcda2032711fe41b6%218m2%213d57.691058899999994%214d11.9358154&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.3,180.0,$,Pizzeria,"Ekedalsgatan 8D, 414 66 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'torsdag': '15–22', 'fredag': '15–22', 'lördag': '13–22', 'söndag': '13–22', 'måndag': '15–22', 'tisdag': '15–22', 'onsdag': '15–22'}",+46 31 24 02 42,http://www.emonarestaurang.se/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipNY4B2UXZ3c5on_77BhPPLjkFxsjeFfAmA9fi0C=w80-h106-k-no,,,
16,La Cantina Pizzeria,ChIJ07AW63z0T0YR_qB_Ixs2XHA,0x464ff47ceb16b0d3:0x705c361b237fa0fe,8096405720292892926,https://serpapi.com/search.json?data_id=0x464ff47ceb16b0d3%3A0x705c361b237fa0fe&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff47ceb16b0d3%3A0x705c361b237fa0fe&engine=google_maps_photos&hl=sv,"{'latitude': 57.720805, 'longitude': 12.005697699999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff47ceb16b0d3%3A0x705c361b237fa0fe%218m2%213d57.720805%214d12.005697699999999&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,3.3,98.0,$$,Pizzeria,"Ånäsvägen 48, 416 68 Göteborg, Sverige",Öppet ⋅ Stänger 03,Öppet ⋅ Stänger 03,"{'torsdag': '11–03', 'fredag': '11–03', 'lördag': '11–03', 'söndag': '11–03', 'måndag': '11–03', 'tisdag': '11–03', 'onsdag': '11–03'}",+46 31 19 00 12,https://www.purspot.com/shop/dcf458a8-4ce3-4bc7-887a-0cdc246d2a49,"{'servering': True, 'hämtning_utanför': True, 'kontaktfri_leverans': True}",https://lh5.googleusercontent.com/p/AF1QipMaahwX0AnmGDZ7W0HgwChXX7UIpfsx-om74YhT=w163-h92-k-no,,,
17,KFC | Göteborg,ChIJLcFeGWXzT0YRIUeg5Iw82EI,0x464ff365195ec12d:0x42d83c8ce4a04721,4816666377301542689,https://serpapi.com/search.json?data_id=0x464ff365195ec12d%3A0x42d83c8ce4a04721&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff365195ec12d%3A0x42d83c8ce4a04721&engine=google_maps_photos&hl=sv,"{'latitude': 57.705206, 'longitude': 11.9713432}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff365195ec12d%3A0x42d83c8ce4a04721%218m2%213d57.705206%214d11.9713432&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,3.1,2669.0,$$,Snabbmat,"Östra Larmgatan 16, 411 07 Göteborg, Sverige",Öppet ⋅ Stänger 01,Öppet ⋅ Stänger 01,"{'torsdag': '10–01', 'fredag': '10–04', 'lördag': '10–04', 'söndag': '10–01', 'måndag': '10–01', 'tisdag': '10–01', 'onsdag': '10–01'}",+46 31 303 04 23,https://kfc.nu/hitta-oss/kfc-goteborg/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipOz2Thdm41Od68DSYOiO7GinBVv6VA7lZzMWxIT=w163-h92-k-no,Restaurangkedja med friterad kyckling. Välkänd restaurang som erbjuder hinkar med friterad kyckling samt kycklingvingar och tillbehör.,,
18,Masala Curry Indisk Restaurang Göteborg,ChIJ8UXyCLT1T0YRh_Hdh1uuIjo,0x464ff5b408f245f1:0x3a22ae5b87ddf187,4189102311552708999,https://serpapi.com/search.json?data_id=0x464ff5b408f245f1%3A0x3a22ae5b87ddf187&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff5b408f245f1%3A0x3a22ae5b87ddf187&engine=google_maps_photos&hl=sv,"{'latitude': 57.727646899999996, 'longitude': 11.9448344}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff5b408f245f1%3A0x3a22ae5b87ddf187%218m2%213d57.727646899999996%214d11.9448344&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.3,164.0,,Indisk restaurang,"Nansensgatan 2B, 417 19 Göteborg, Sverige",Stänger snart ⋅ 21 ⋅ Öppnar kl. 11 på fre,Stänger snart ⋅ 21 ⋅ Öppnar kl. 11 på fre,"{'torsdag': '11–21', 'fredag': '11–21', 'lördag': '13–21', 'söndag': '13–21', 'måndag': '11–21', 'tisdag': '11–21', 'onsdag': '11–21'}",+46 31 718 18 81,http://www.masalacurry.se/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipPo_7mf5Yqxg91iZgdvOmfw3IWfCDmi1fTN8gRe=w163-h92-k-no,,,
19,I Love Pizza - Utby,ChIJu5zBKDv0T0YRiyDm0DbvKNk,0x464ff43b28c19cbb:0xd928ef36d0e6208b,15648019924010803339,https://serpapi.com/search.json?data_id=0x464ff43b28c19cbb%3A0xd928ef36d0e6208b&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff43b28c19cbb%3A0xd928ef36d0e6208b&engine=google_maps_photos&hl=sv,"{'latitude': 57.7371519, 'longitude': 12.0594161}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff43b28c19cbb%3A0xd928ef36d0e6208b%218m2%213d57.7371519%214d12.0594161&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.3,1576.0,$$,Pizzeria,"Österlyckan 1, 415 07 Göteborg, Sverige",Stänger snart ⋅ 21 ⋅ Öppnar kl. 11 på fre,Stänger snart ⋅ 21 ⋅ Öppnar kl. 11 på fre,"{'torsdag': '11–21', 'fredag': '11–22', 'lördag': '12–22', 'söndag': '12–21', 'måndag': '11–21', 'tisdag': '11–21', 'onsdag': '11–21'}",+46 31 26 51 09,http://www.ilovepizza.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMR4P_-oBqJs1Ut8OOgUBlERO4GHrSGDc4i-Khk=w80-h106-k-no,,,
20,Butcher's Market,ChIJi0nnHnDzT0YRwvhR-xBU36g,0x464ff3701ee7498b:0xa8df5410fb51f8c2,12168537150091032770,https://serpapi.com/search.json?data_id=0x464ff3701ee7498b%3A0xa8df5410fb51f8c2&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3701ee7498b%3A0xa8df5410fb51f8c2&engine=google_maps_photos&hl=sv,"{'latitude': 57.7013584, 'longitude': 11.9726485}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3701ee7498b%3A0xa8df5410fb51f8c2%218m2%213d57.7013584%214d11.9726485&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.3,916.0,$$,Hamburgerrestaurang,"Storgatan 47, 411 38 Göteborg, Sverige",Öppet ⋅ Stänger 22:30,Öppet ⋅ Stänger 22:30,"{'torsdag': '17–22:30', 'fredag': '17–23', 'lördag': '12–23', 'söndag': '12–22:30', 'måndag': '17–22:30', 'tisdag': '17–22:30', 'onsdag': '17–22:30'}",+46 31 727 92 00,http://www.butchersmarket.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipMdPNsNJraTkDkxwvU1U8BNMYw4Ji6z3-M43Kp-=w138-h92-k-no,,,
1,Göteborg Ichiban sushi,ChIJgc0rHZ_zT0YRnhMgq10ZfH0,0x464ff39f1d2bcd81:0x7d7c195dab20139e,9042130041946772382,https://serpapi.com/search.json?data_id=0x464ff39f1d2bcd81%3A0x7d7c195dab20139e&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff39f1d2bcd81%3A0x7d7c195dab20139e&engine=google_maps_photos&hl=sv,"{'latitude': 57.6920465, 'longitude': 11.9913125}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff39f1d2bcd81%3A0x7d7c195dab20139e%218m2%213d57.6920465%214d11.9913125&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.4,281.0,$$,Sushirestaurang,"Södra Vägen 91, 412 63 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–20', 'fredag': '11–20', 'lördag': '12–20', 'söndag': '12–20', 'måndag': '11–20', 'tisdag': '11–20', 'onsdag': '11–20'}",+46 31 83 17 86,https://www.ichiban.biz/,"{'servering': True, 'hämtning_utanför': True, 'kontaktfri_leverans': True}",https://lh5.googleusercontent.com/p/AF1QipOB9w8x_EJXmfI0Iu-Lo1hP1D8dIj355qBoQIOI=w122-h92-k-no,,,
2,Utsöktmat i Göteborg AB,ChIJjV29eKHtT0YR8CyGACJYqW4,0x464feda178bd5d8d:0x6ea9582200862cf0,7974001518297099504,https://serpapi.com/search.json?data_id=0x464feda178bd5d8d%3A0x6ea9582200862cf0&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464feda178bd5d8d%3A0x6ea9582200862cf0&engine=google_maps_photos&hl=sv,"{'latitude': 57.6898601, 'longitude': 11.9492456}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464feda178bd5d8d%3A0x6ea9582200862cf0%218m2%213d57.6898601%214d11.9492456&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,,,,Restaurang,"Museivägen 10, 413 11 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–18', 'fredag': '11–19', 'lördag': 'Stängt', 'söndag': 'Stängt', 'måndag': '11–18', 'tisdag': '11–18', 'onsdag': '11–18'}",+46 70 747 78 87,http://cafemalmskavalen.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMVJT-QyuhsBojMexeRRUPYBuc0U3uboNyEZ2pl=w138-h92-k-no,,,
4,Hard Rock Cafe,ChIJrbRqFHDzT0YR5EgHP4OhTY0,0x464ff370146ab4ad:0x8d4da1833f0748e4,10181971917624789220,https://serpapi.com/search.json?data_id=0x464ff370146ab4ad%3A0x8d4da1833f0748e4&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff370146ab4ad%3A0x8d4da1833f0748e4&engine=google_maps_photos&hl=sv,"{'latitude': 57.701406199999994, 'longitude': 11.974606999999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff370146ab4ad%3A0x8d4da1833f0748e4%218m2%213d57.701406199999994%214d11.974606999999999&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.0,4437.0,$$,Amerikansk restaurang,"Kungsportsavenyen 10, 411 36 Göteborg, Sverige",Öppet ⋅ Stänger 01,Öppet ⋅ Stänger 01,"{'torsdag': '11:30–01', 'fredag': '11:30–02', 'lördag': '12–02', 'söndag': '12–18', 'måndag': '17–00', 'tisdag': '11:30–01', 'onsdag': '11:30–01'}",+46 31 10 23 30,https://www.hardrockcafe.com/location/gothenburg/#utm_source=Google&utm_medium=Yext&utm_campaign=Listings,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipMDj-KOSAEWNVvQY5ZOw2OIHIDEavqbEGxCObXt=w138-h92-k-no,Kedja med musiktema och amerikansk meny. Restaurangkedja med rock’n’roll-tema och livlig atmosfär som serverar hamburgare och amerikanska klassiker.,,
6,Vietnamhaket,ChIJy80WkEHzT0YRSpszrCXGs_o,0x464ff3419016cdcb:0xfab3c625ac339b4a,18065000395418344266,https://serpapi.com/search.json?data_id=0x464ff3419016cdcb%3A0xfab3c625ac339b4a&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3419016cdcb%3A0xfab3c625ac339b4a&engine=google_maps_photos&hl=sv,"{'latitude': 57.698141, 'longitude': 11.949978699999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3419016cdcb%3A0xfab3c625ac339b4a%218m2%213d57.698141%214d11.949978699999999&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.2,547.0,$,Vietnamesisk restaurang,"Saluhall Briggen, Nordhemsgatan 28, 413 06 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–20', 'fredag': '11–20', 'lördag': '11–20', 'söndag': '11–20', 'måndag': '11–20', 'tisdag': '11–20', 'onsdag': '11–20'}",+46 76 164 19 22,https://www.vietnamhaket.se/vnh/briggen,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipOi_SV3pPFQedHqPF58pY8ypjidl0cxaw1YPKFL=w122-h92-k-no,,,
8,BIKT,ChIJfdkGqoXzT0YRpZzYog87CSM,0x464ff385aa06d97d:0x23093b0fa2d89ca5,2524614004460526757,https://serpapi.com/search.json?data_id=0x464ff385aa06d97d%3A0x23093b0fa2d89ca5&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff385aa06d97d%3A0x23093b0fa2d89ca5&engine=google_maps_photos&hl=sv,"{'latitude': 57.704818499999995, 'longitude': 11.9646346}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff385aa06d97d%3A0x23093b0fa2d89ca5%218m2%213d57.704818499999995%214d11.9646346&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.7,37.0,,Restaurang,"Kyrkogatan 20-22, 411 15 Göteborg, Sverige",Öppet ⋅ Stänger 01,Öppet ⋅ Stänger 01,"{'torsdag': '11:30–01', 'fredag': '11:30–02', 'lördag': '16–02', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '11:30–00', 'onsdag': '11:30–01'}",+46 31 14 60 30,https://www.biktrestaurang.se/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipPss04sWqTRmdeAkmAd-ZwYagLjXDJJ6foZNWLP=w80-h106-k-no,,,
9,Indian Ocean Indisk Restaurang,ChIJn1e2MC_1T0YRFiffqdk756A,0x464ff52f30b6579f:0xa0e73bd9a9df2716,11594301571732547350,https://serpapi.com/search.json?data_id=0x464ff52f30b6579f%3A0xa0e73bd9a9df2716&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff52f30b6579f%3A0xa0e73bd9a9df2716&engine=google_maps_photos&hl=sv,"{'latitude': 57.7332277, 'longitude': 12.0222313}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff52f30b6579f%3A0xa0e73bd9a9df2716%218m2%213d57.7332277%214d12.0222313&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.0,252.0,$$,Restaurang,"Lars Kaggsgatan 38, 415 04 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'torsdag': '11–22', 'fredag': '11–22', 'lördag': '12–22', 'söndag': '12–22', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22'}",+46 31 718 19 17,https://restauranger.info/indian-ocean/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipPVDfZ7IH7yVr2Zor2vxTWS5nG0mEKLdH3S1LiL=w163-h92-k-no,,True,
10,Ombra,ChIJKX45pEHzT0YRolv9y1Tjjog,0x464ff341a4397e29:0x888ee354cbfd5ba2,9840052189190249378,https://serpapi.com/search.json?data_id=0x464ff341a4397e29%3A0x888ee354cbfd5ba2&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff341a4397e29%3A0x888ee354cbfd5ba2&engine=google_maps_photos&hl=sv,"{'latitude': 57.697309499999996, 'longitude': 11.9486703}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff341a4397e29%3A0x888ee354cbfd5ba2%218m2%213d57.697309499999996%214d11.9486703&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.4,322.0,$$,Italiensk restaurang,"Plantagegatan 11, 413 05 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'torsdag': '17–23', 'fredag': '17–23', 'lördag': '14–23', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '17–23', 'onsdag': '17–23'}",+46 31 788 30 55,https://ristoranteombra.gastrogate.com/,"{'servering': True, 'hämtning_utanför': True, 'kontaktfri_leverans': True}",https://lh5.googleusercontent.com/p/AF1QipOi0oXm1m1paBWqrMx9f3fXuLoa_QE0ZvyZ0ciu=w122-h92-k-no,,,
11,John Scott’s Palace,ChIJCTJX9GTzT0YRronG9AkJMSk,0x464ff364f4573209:0x29310909f4c689ae,2968163567779875246,https://serpapi.com/search.json?data_id=0x464ff364f4573209%3A0x29310909f4c689ae&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff364f4573209%3A0x29310909f4c689ae&engine=google_maps_photos&hl=sv,"{'latitude': 57.707041, 'longitude': 11.9699306}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff364f4573209%3A0x29310909f4c689ae%218m2%213d57.707041%214d11.9699306&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,3.7,1452.0,$$,Bryggeripub,"Södra Hamngatan 2, 411 06 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'torsdag': '11:30–23', 'fredag': '11:30–03', 'lördag': '12–03', 'söndag': '12–18', 'måndag': '11:30–21', 'tisdag': '11:30–21', 'onsdag': '11:30–22'}",+46 31 80 75 50,http://johnscotts.se/palace/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNTBel7Y0Go9NC_DQS_ZNmxd0sKFlOfjaV-tU7P=w80-h106-k-no,,,
