,position,title,place_id,data_id,data_cid,reviews_link,photos_link,gps_coordinates,place_id_search,rating,reviews,unclaimed_listing,type,address,open_state,hours,operating_hours,phone,website,service_options,thumbnail,price,description,user_review,Unnamed: 0.1,Unnamed: 0
18,19,Top Sushi,ChIJqbmHPnzzT0YReIIxU0opLf0,0x464ff37c3e87b9a9:0xfd2d294a53318278,18243283064747819640,https://serpapi.com/search.json?data_id=0x464ff37c3e87b9a9%3A0xfd2d294a53318278&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff37c3e87b9a9%3A0xfd2d294a53318278&engine=google_maps_photos&hl=sv,"{'latitude': 57.7090177, 'longitude': 11.9830949}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff37c3e87b9a9%3A0xfd2d294a53318278%218m2%213d57.7090177%214d11.9830949&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.1,91.0,,Sushirestaurang,"Färgaregatan 4, 411 02 Göteborg, Sverige",Stängt ⋅ Öppnar mån kl. 11,Stängt ⋅ Öppnar mån kl. 11,"{'fredag': '11–15', 'lördag': 'Stängt', 'söndag': 'Stängt', 'måndag': '11–15', 'tisdag': '11–15', 'onsdag': '11–15', 'torsdag': '11–15'}",+46 31 15 12 15,http://www.topsushigbg.com/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipNW8PR7D_hHIiFSzqzbZmB1W51G-XYZq_0BFBRq=w163-h92-k-no,,,,,
19,20,Bastard Burgers Göteborg Södra Larmgatan,ChIJ22Wom6_zT0YRroSDRonvRPc,0x464ff3af9ba865db:0xf744ef89468384ae,17817629398657107118,https://serpapi.com/search.json?data_id=0x464ff3af9ba865db%3A0xf744ef89468384ae&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3af9ba865db%3A0xf744ef89468384ae&engine=google_maps_photos&hl=sv,"{'latitude': 57.7032114, 'longitude': 11.9658371}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3af9ba865db%3A0xf744ef89468384ae%218m2%213d57.7032114%214d11.9658371&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.0,523.0,,Hamburgerrestaurang,"Södra Larmgatan 11, 411 16 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'fredag': '11–22', 'lördag': '12–22', 'söndag': '12–20', 'måndag': '11–21', 'tisdag': '11–21', 'onsdag': '11–21', 'torsdag': '11–21'}",+46 31 13 02 60,https://bastardburgers.com/se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipNgLHVwNLNLWb6DP6oHlj9SojManr5fNKUBUkhL=w122-h92-k-no,$$,,,,
0,1,Bror & Bord - lunch & frukost,ChIJy5Bew7jzT0YR4J-xTR-Xrpg,0x464ff3b8c35e90cb:0x98ae971f4db19fe0,11001897100415967200,https://serpapi.com/search.json?data_id=0x464ff3b8c35e90cb%3A0x98ae971f4db19fe0&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3b8c35e90cb%3A0x98ae971f4db19fe0&engine=google_maps_photos&hl=sv,"{'latitude': 57.703969699999995, 'longitude': 11.9838136}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3b8c35e90cb%3A0x98ae971f4db19fe0%218m2%213d57.703969699999995%214d11.9838136&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.5,91.0,,Lunchrestaurang,"Bohusgatan 15, 411 39 Göteborg, Sverige",Stängt ⋅ Öppnar mån kl. 06,Stängt ⋅ Öppnar mån kl. 06,"{'fredag': '06–14:30', 'lördag': 'Stängt', 'söndag': 'Stängt', 'måndag': '06–14:30', 'tisdag': '06–14:30', 'onsdag': '06–14:30', 'torsdag': '06–14:30'}",+46 31 15 55 82,http://brorochbord.se/,"{'servering': True, 'avhämtning': True}",,$$,"Trivsam bistro för frukost och lunch. Informell restaurang med traditionell frukost- och lunchmat samt smoothies, te och kaffe.",,,
1,2,Bastard Burgers Göteborg Södra Larmgatan,ChIJ22Wom6_zT0YRroSDRonvRPc,0x464ff3af9ba865db:0xf744ef89468384ae,17817629398657107118,https://serpapi.com/search.json?data_id=0x464ff3af9ba865db%3A0xf744ef89468384ae&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3af9ba865db%3A0xf744ef89468384ae&engine=google_maps_photos&hl=sv,"{'latitude': 57.7032114, 'longitude': 11.9658371}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3af9ba865db%3A0xf744ef89468384ae%218m2%213d57.7032114%214d11.9658371&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.0,523.0,,Hamburgerrestaurang,"Södra Larmgatan 11, 411 16 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'fredag': '11–22', 'lördag': '12–22', 'söndag': '12–20', 'måndag': '11–21', 'tisdag': '11–21', 'onsdag': '11–21', 'torsdag': '11–21'}",+46 31 13 02 60,https://bastardburgers.com/se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",,$$,,,,
2,3,Top Sushi,ChIJqbmHPnzzT0YReIIxU0opLf0,0x464ff37c3e87b9a9:0xfd2d294a53318278,18243283064747819640,https://serpapi.com/search.json?data_id=0x464ff37c3e87b9a9%3A0xfd2d294a53318278&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff37c3e87b9a9%3A0xfd2d294a53318278&engine=google_maps_photos&hl=sv,"{'latitude': 57.7090177, 'longitude': 11.9830949}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff37c3e87b9a9%3A0xfd2d294a53318278%218m2%213d57.7090177%214d11.9830949&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.1,91.0,,Sushirestaurang,"Färgaregatan 4, 411 02 Göteborg, Sverige",Stängt ⋅ Öppnar mån kl. 11,Stängt ⋅ Öppnar mån kl. 11,"{'fredag': '11–15', 'lördag': 'Stängt', 'söndag': 'Stängt', 'måndag': '11–15', 'tisdag': '11–15', 'onsdag': '11–15', 'torsdag': '11–15'}",+46 31 15 12 15,http://www.topsushigbg.com/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",,,,,,
3,4,Restaurang Metropolitan,ChIJu4ttrvTzT0YRqe9DjiZhvok,0x464ff3f4ae6d8bbb:0x89be61268e43efa9,9925477446994620329,https://serpapi.com/search.json?data_id=0x464ff3f4ae6d8bbb%3A0x89be61268e43efa9&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3f4ae6d8bbb%3A0x89be61268e43efa9&engine=google_maps_photos&hl=sv,"{'latitude': 57.708952399999994, 'longitude': 11.9738226}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3f4ae6d8bbb%3A0x89be61268e43efa9%218m2%213d57.708952399999994%214d11.9738226&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,2.1,11.0,True,Restaurang,"Centralstationen spår, 3-4, 411 03 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'fredag': '11–22', 'lördag': '11–22', 'söndag': '11–22', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22', 'torsdag': '11–22'}",,,{'servering': True},,,,,,
4,5,New Delhi,ChIJ8S6KHWzzT0YRbxAVxrJk16A,0x464ff36c1d8a2ef1:0xa0d764b2c615106f,11589842885051486319,https://serpapi.com/search.json?data_id=0x464ff36c1d8a2ef1%3A0xa0d764b2c615106f&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36c1d8a2ef1%3A0xa0d764b2c615106f&engine=google_maps_photos&hl=sv,"{'latitude': 57.6979307, 'longitude': 11.963561499999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36c1d8a2ef1%3A0xa0d764b2c615106f%218m2%213d57.6979307%214d11.963561499999999&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.0,472.0,,Indisk restaurang,"Vasagatan 4, 411 24 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'fredag': '11–23', 'lördag': '12–23', 'söndag': '13–22', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22', 'torsdag': '11–22'}",+46 31 13 18 78,http://newdelhigbg.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",,$,,,,
5,6,BIKT,ChIJfdkGqoXzT0YRpZzYog87CSM,0x464ff385aa06d97d:0x23093b0fa2d89ca5,2524614004460526757,https://serpapi.com/search.json?data_id=0x464ff385aa06d97d%3A0x23093b0fa2d89ca5&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff385aa06d97d%3A0x23093b0fa2d89ca5&engine=google_maps_photos&hl=sv,"{'latitude': 57.704818499999995, 'longitude': 11.9646346}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff385aa06d97d%3A0x23093b0fa2d89ca5%218m2%213d57.704818499999995%214d11.9646346&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.7,37.0,,Restaurang,"Kyrkogatan 20-22, 411 15 Göteborg, Sverige",Öppet ⋅ Stänger 02,Öppet ⋅ Stänger 02,"{'fredag': '11:30–02', 'lördag': '16–02', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '11:30–00', 'onsdag': '11:30–01', 'torsdag': '11:30–01'}",+46 31 14 60 30,https://www.biktrestaurang.se/,"{'servering': True, 'hemkörning': False}",,,,,,
6,7,Pinchos,ChIJ_31viCmw6UMRvgd_G8HNChw,0x43e9b029886f7dff:0x1c0acdc11b7f07be,2020653612102780862,https://serpapi.com/search.json?data_id=0x43e9b029886f7dff%3A0x1c0acdc11b7f07be&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x43e9b029886f7dff%3A0x1c0acdc11b7f07be&engine=google_maps_photos&hl=sv,"{'latitude': 57.7053802, 'longitude': 11.9616749}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x43e9b029886f7dff%3A0x1c0acdc11b7f07be%218m2%213d57.7053802%214d11.9616749&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.1,804.0,,Tapasrestaurang,"Lilla torget 3, 411 18 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'fredag': '14–23', 'lördag': '12–23', 'söndag': '14–21:45', 'måndag': '15:30–21', 'tisdag': '15:30–21', 'onsdag': '15:30–21', 'torsdag': '15:30–22'}",+46 70 333 23 85,http://www.pinchos.se/,"{'servering': True, 'avhämtning': True}",,$$,,,,
7,8,Chateau Beirut - Libanesisk restaurang Göteborg,ChIJ29lg_kjzT0YRD6Ti4PtOlGA,0x464ff348fe60d9db:0x60944efbe0e2a40f,6959274167910966287,https://serpapi.com/search.json?data_id=0x464ff348fe60d9db%3A0x60944efbe0e2a40f&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff348fe60d9db%3A0x60944efbe0e2a40f&engine=google_maps_photos&hl=sv,"{'latitude': 57.6983605, 'longitude': 11.9310602}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff348fe60d9db%3A0x60944efbe0e2a40f%218m2%213d57.6983605%214d11.9310602&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.2,561.0,,Libanesisk restaurang,"Karl Johansgatan 7, 414 59 Göteborg, Sverige",Öppet ⋅ Stänger 22:30,Öppet ⋅ Stänger 22:30,"{'fredag': '17–22:30', 'lördag': '17–23', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '17–21', 'onsdag': '17–21', 'torsdag': '17–21'}",+46 31 24 40 50,https://www.chateaubeirut.se/index.php,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",,$$,,,,
8,9,O'Learys,ChIJGXFjYGPzT0YR0IzK9YYYWZs,0x464ff36360637119:0x9b591886f5ca8cd0,11194005316734454992,https://serpapi.com/search.json?data_id=0x464ff36360637119%3A0x9b591886f5ca8cd0&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36360637119%3A0x9b591886f5ca8cd0&engine=google_maps_photos&hl=sv,"{'latitude': 57.7085884, 'longitude': 11.973611199999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36360637119%3A0x9b591886f5ca8cd0%218m2%213d57.7085884%214d11.973611199999999&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,3.5,1543.0,,Amerikansk restaurang,"Drottningtorget 5, 411 03 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'fredag': '11–23', 'lördag': '11–23', 'söndag': '11–23', 'måndag': '11–23', 'tisdag': '11–23', 'onsdag': '11–23', 'torsdag': '11–23'}",+46 31 15 01 78,https://olearys.se/goteborg-central/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",,$$,,,,
9,10,Cyrano Majorna,ChIJ4ej24TTzT0YRLl5htsgNXWQ,0x464ff334e1f6e8e1:0x645d0dc8b6615e2e,7231951732331339310,https://serpapi.com/search.json?data_id=0x464ff334e1f6e8e1%3A0x645d0dc8b6615e2e&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff334e1f6e8e1%3A0x645d0dc8b6615e2e&engine=google_maps_photos&hl=sv,"{'latitude': 57.6933991, 'longitude': 11.9180125}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff334e1f6e8e1%3A0x645d0dc8b6615e2e%218m2%213d57.6933991%214d11.9180125&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.0,409.0,,Fransk restaurang,"Karl Johansgatan 61, 414 55 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'fredag': '11–23', 'lördag': '12–23', 'söndag': '12–21', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22', 'torsdag': '11–22'}",+46 31 12 81 00,https://cyrano.se/Restaurant/Detail?Url=cyrano-majorna#mainmenucategory,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",,$$,,,,
10,11,Taco Bar,ChIJccbxRnzzT0YRG9Alb1TIlIE,0x464ff37c46f1c671:0x8194c8546f25d01b,9337308192413437979,https://serpapi.com/search.json?data_id=0x464ff37c46f1c671%3A0x8194c8546f25d01b&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff37c46f1c671%3A0x8194c8546f25d01b&engine=google_maps_photos&hl=sv,"{'latitude': 57.7088178, 'longitude': 11.9739635}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff37c46f1c671%3A0x8194c8546f25d01b%218m2%213d57.7088178%214d11.9739635&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,3.2,93.0,,Tacorestaurang,"Drottningtorget 5, 411 03 Göteborg, Sverige",Stänger snart ⋅ 20 ⋅ Öppnar kl. 11 på lör,Stänger snart ⋅ 20 ⋅ Öppnar kl. 11 på lör,"{'fredag': '11–20', 'lördag': '11–20', 'söndag': '11–20', 'måndag': '11–20', 'tisdag': '11–20', 'onsdag': '11–20', 'torsdag': '11–20'}",+46 73 688 16 45,http://www.tacobar.se/,"{'servering': True, 'avhämtning': True}",,$$,,,,
11,12,Hedlunds Havsbar,ChIJ9eCEiGXzT0YRomlBUrHjetI,0x464ff3658884e0f5:0xd27ae3b1524169a2,15166685045852301730,https://serpapi.com/search.json?data_id=0x464ff3658884e0f5%3A0xd27ae3b1524169a2&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3658884e0f5%3A0xd27ae3b1524169a2&engine=google_maps_photos&hl=sv,"{'latitude': 57.7033067, 'longitude': 11.9677145}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3658884e0f5%3A0xd27ae3b1524169a2%218m2%213d57.7033067%214d11.9677145&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.5,251.0,,Fisk- och skaldjursrestaurang,"Kungstorget 13, 411 17 Göteborg, Sverige",Öppet ⋅ Stänger 21,Öppet ⋅ Stänger 21,"{'fredag': '10–21', 'lördag': '10–17', 'söndag': 'Stängt', 'måndag': '11:30–14:30', 'tisdag': '10–21', 'onsdag': '10–21', 'torsdag': '10–21'}",+46 31 13 13 02,http://www.hedlundshavsbar.se/,"{'servering': True, 'avhämtning': True}",,,,,,
12,13,BENNE Pastabar Friggagatan,ChIJ2cUHQp3zT0YRK2DJlT_0kBI,0x464ff39d4207c5d9:0x1290f43f95c9602b,1337837643262156843,https://serpapi.com/search.json?data_id=0x464ff39d4207c5d9%3A0x1290f43f95c9602b&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff39d4207c5d9%3A0x1290f43f95c9602b&engine=google_maps_photos&hl=sv,"{'latitude': 57.7110486, 'longitude': 11.9871877}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff39d4207c5d9%3A0x1290f43f95c9602b%218m2%213d57.7110486%214d11.9871877&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.5,168.0,,Italiensk restaurang,"Friggagatan 12, 411 01 Göteborg, Sverige",Öppet ⋅ Stänger 21,Öppet ⋅ Stänger 21,"{'fredag': '11–21', 'lördag': '12–21', 'söndag': '12–20', 'måndag': '11–20', 'tisdag': '11–20', 'onsdag': '11–20', 'torsdag': '11–20'}",+46 31 93 31 00,http://bennepastabar.se/,"{'servering': True, 'avhämtning': True}",,$,,,,
13,14,Matminnen Restaurang & Catering Göteborg,ChIJAQBAH1nzT0YRHlAIV0JktMw,0x464ff3591f400001:0xccb464425708501e,14750524915635998750,https://serpapi.com/search.json?data_id=0x464ff3591f400001%3A0xccb464425708501e&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3591f400001%3A0xccb464425708501e&engine=google_maps_photos&hl=sv,"{'latitude': 57.7132771, 'longitude': 11.948818099999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3591f400001%3A0xccb464425708501e%218m2%213d57.7132771%214d11.948818099999999&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,3.7,3.0,,Restaurang,"Lindholmsallén 2, 417 55 Göteborg, Sverige",Stängt ⋅ Öppnar mån kl. 11,Stängt ⋅ Öppnar mån kl. 11,"{'fredag': '11–13:30', 'lördag': 'Stängt', 'söndag': 'Stängt', 'måndag': '11–13:30', 'tisdag': '11–13:30', 'onsdag': '11–13:30', 'torsdag': '11–13:30'}",+46 72 563 57 33,http://matminnen.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",,,,,,
14,15,Café Prego,ChIJT-7R82PzT0YR-cY2oT4qg3k,0x464ff363f3d1ee4f:0x79832a3ea136c6f9,8755888549019436793,https://serpapi.com/search.json?data_id=0x464ff363f3d1ee4f%3A0x79832a3ea136c6f9&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff363f3d1ee4f%3A0x79832a3ea136c6f9&engine=google_maps_photos&hl=sv,"{'latitude': 57.7094223, 'longitude': 11.9686729}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff363f3d1ee4f%3A0x79832a3ea136c6f9%218m2%213d57.7094223%214d11.9686729&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,3.4,10.0,True,Restaurang,"Spannmålsgatan 20, 411 05 Göteborg, Sverige",Stänger snart ⋅ 20 ⋅ Öppnar kl. 10 på lör,Stänger snart ⋅ 20 ⋅ Öppnar kl. 10 på lör,"{'fredag': '10–20', 'lördag': '10–18', 'söndag': '10–18', 'måndag': '10–20', 'tisdag': '10–20', 'onsdag': '10–20', 'torsdag': '10–20'}",+46 31 80 66 07,,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",,,,,,
15,16,"Sun Sushi, Boba & Asian Wok",ChIJSxmgnWTzT0YRpgzmefoR1kM,0x464ff3649da0194b:0x43d611fa79e60ca6,4888114213041867942,https://serpapi.com/search.json?data_id=0x464ff3649da0194b%3A0x43d611fa79e60ca6&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3649da0194b%3A0x43d611fa79e60ca6&engine=google_maps_photos&hl=sv,"{'latitude': 57.7081618, 'longitude': 11.972534}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3649da0194b%3A0x43d611fa79e60ca6%218m2%213d57.7081618%214d11.972534&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,3.3,215.0,,Asiatisk restaurang,"Drottningtorget 4, 411 03 Göteborg, Sverige",Stänger snart ⋅ 20 ⋅ Öppnar kl. 11 på lör,Stänger snart ⋅ 20 ⋅ Öppnar kl. 11 på lör,"{'fredag': '11–20', 'lördag': '11–20', 'söndag': '11–20', 'måndag': '11–20', 'tisdag': '11–20', 'onsdag': '11–20', 'torsdag': '11–20'}",+46 31 15 91 80,https://www.facebook.com/pages/Sun-Sushi/505226742826049?nr,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",,$$,,,,
16,17,Indisk Masala,ChIJY28Pk-IPRUYRvIrrHV7WfDg,0x46450fe2930f6f63:0x387cd65e1deb8abc,4070363862953331388,https://serpapi.com/search.json?data_id=0x46450fe2930f6f63%3A0x387cd65e1deb8abc&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x46450fe2930f6f63%3A0x387cd65e1deb8abc&engine=google_maps_photos&hl=sv,"{'latitude': 57.699988899999994, 'longitude': 11.9512249}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x46450fe2930f6f63%3A0x387cd65e1deb8abc%218m2%213d57.699988899999994%214d11.9512249&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.3,654.0,,Indisk restaurang,"Första Långgatan 4, 413 03 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'fredag': '11–22', 'lördag': '12–22', 'söndag': '12–22', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22', 'torsdag': '11–22'}",+46 31 14 11 80,https://www.indianmasala.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",,$$,,,,
17,18,KFC | Göteborg,ChIJLcFeGWXzT0YRIUeg5Iw82EI,0x464ff365195ec12d:0x42d83c8ce4a04721,4816666377301542689,https://serpapi.com/search.json?data_id=0x464ff365195ec12d%3A0x42d83c8ce4a04721&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff365195ec12d%3A0x42d83c8ce4a04721&engine=google_maps_photos&hl=sv,"{'latitude': 57.705206, 'longitude': 11.9713432}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff365195ec12d%3A0x42d83c8ce4a04721%218m2%213d57.705206%214d11.9713432&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,3.1,2671.0,,Snabbmat,"Östra Larmgatan 16, 411 07 Göteborg, Sverige",Öppet ⋅ Stänger 04,Öppet ⋅ Stänger 04,"{'fredag': '10–04', 'lördag': '10–04', 'söndag': '10–01', 'måndag': '10–01', 'tisdag': '10–01', 'onsdag': '10–01', 'torsdag': '10–01'}",+46 31 303 04 23,https://kfc.nu/hitta-oss/kfc-goteborg/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",,$$,Restaurangkedja med friterad kyckling. Välkänd restaurang som erbjuder hinkar med friterad kyckling samt kycklingvingar och tillbehör.,,,
18,19,DINÉ Burgers,ChIJfXcB_27zT0YRn_cGsJgRclQ,0x464ff36eff01777d:0x54721198b006f79f,6084945394016909215,https://serpapi.com/search.json?data_id=0x464ff36eff01777d%3A0x54721198b006f79f&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36eff01777d%3A0x54721198b006f79f&engine=google_maps_photos&hl=sv,"{'latitude': 57.7085456, 'longitude': 11.969878399999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36eff01777d%3A0x54721198b006f79f%218m2%213d57.7085456%214d11.969878399999999&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.4,143.0,,Restaurang,"Postgatan 26-31, 411 06 Göteborg, Sverige",Stänger snart ⋅ 20 ⋅ Öppnar kl. 11:30 på lör,Stänger snart ⋅ 20 ⋅ Öppnar kl. 11:30 på lör,"{'fredag': '11–20', 'lördag': '11:30–18', 'söndag': '11:30–18', 'måndag': '11–20', 'tisdag': '11–20', 'onsdag': '11–20', 'torsdag': '11–20'}",+46 31 745 20 40,http://www.dineburgers.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",,$$,,,,
19,20,TomToms Burritos,ChIJQ-edhH7zT0YRYLhIyYjvKas,0x464ff37e849de743:0xab29ef88c948b860,12333652425302390880,https://serpapi.com/search.json?data_id=0x464ff37e849de743%3A0xab29ef88c948b860&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff37e849de743%3A0xab29ef88c948b860&engine=google_maps_photos&hl=sv,"{'latitude': 57.709437199999996, 'longitude': 11.9856661}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff37e849de743%3A0xab29ef88c948b860%218m2%213d57.709437199999996%214d11.9856661&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.3,510.0,,Mexikansk restaurang,"Odinsplatsen 5, 411 02 Göteborg, Sverige",Öppet ⋅ Stänger 21,Öppet ⋅ Stänger 21,"{'fredag': '11–21', 'lördag': '13–21', 'söndag': 'Stängt', 'måndag': '11–20:30', 'tisdag': '11–20:30', 'onsdag': '11–20:30', 'torsdag': '11–20:30'}",+46 31 15 38 11,http://www.tomtoms.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",,$$,,,,
0,1,Restaurang Sjöporten,ChIJV5NGkrSMT0YRQQ6YYWwkRts,0x464f8cb492469357:0xdb46246c61980e41,15800356390588386881,https://serpapi.com/search.json?data_id=0x464f8cb492469357%3A0xdb46246c61980e41&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464f8cb492469357%3A0xdb46246c61980e41&engine=google_maps_photos&hl=sv,"{'latitude': 57.7009973, 'longitude': 11.9153021}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464f8cb492469357%3A0xdb46246c61980e41%218m2%213d57.7009973%214d11.9153021&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,3.8,610.0,,Restaurang,"Sjöporten 5, 417 64 Göteborg, Sverige",Öppet ⋅ Stänger 00:30,Öppet ⋅ Stänger 00:30,"{'fredag': '09–00:30', 'lördag': '10:30–00', 'söndag': '11–22:30', 'måndag': '09:30–23:30', 'tisdag': '09:30–23:30', 'onsdag': '09:30–00', 'torsdag': '09:30–00'}",+46 31 65 88 10,https://sjoporten5.se/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipPeB02tbDAweYeIXUCGEuyYMivHTIrF80_nn0tx=w163-h92-k-no,$$,,,,
